,,,,,,,,,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C,B2C
Plastic,HDPE,Composite,,,,,,,AT7,BE25,BG6,HR9,CY6,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,HDPE,Biodegradable,,,,,,,AT11,BE26,BG1,HR9,CY6,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,HDPE,Hazardous,,,,,,,AT5,BE22,BG1,HR9,CY6,CZ60,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,HDPE,Recycled,,,,,,,AT5,BE15,BG1,HR9,CY6,CZ60,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL3,ES9,SE3,,MK2,RS5
Plastic,HDPE,Moulded,,,,,,,AT5,BE25,BG1,HR9,CY6,CZ61,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK3,SL3,ES7,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Composite,,,,,,AT7,BE25,BG6,HR10,CY6,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Biodegradable,,,,,,AT11,BE26,BG1,HR10,CY6,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Hazardous,,,,,,AT5,BE22,BG1,HR10,CY6,CZ63,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Recycled,,,,,,AT5,BE15,BG1,HR10,CY6,CZ63,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL3,ES9,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Moulded,,,,,,AT5,BE25,BG1,HR10,CY6,CZ64,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK3,SL3,ES7,SE3,,MK2,RS5
Plastic,HDPE,Composite,Biodegradable,,,,,,AT11,BE26,BG6,HR9,CY6,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,HDPE,Composite,Hazardous,,,,,,AT7,BE22,BG6,HR9,CY6,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,HDPE,Composite,Recycled,,,,,,AT7,BE25,BG6,HR9,CY6,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,HDPE,Composite,Moulded,,,,,,AT7,BE25,BG6,HR9,CY6,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES7,SE3,,MK6,RS5
Plastic,HDPE,Biodegradable,Hazardous,,,,,,AT11,BE22,BG1,HR9,CY6,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,HDPE,Biodegradable,Recycled,,,,,,AT11,BE26,BG1,HR9,CY6,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,HDPE,Biodegradable,Moulded,,,,,,AT11,BE26,BG1,HR9,CY6,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES7,SE3,,MK2,RS5
Plastic,HDPE,Hazardous,Recycled,,,,,,AT5,BE22,BG1,HR9,CY6,CZ60,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,HDPE,Hazardous,Moulded,,,,,,AT5,BE22,BG1,HR9,CY6,CZ61,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK3,SL21,ES7,SE3,,MK2,RS5
Plastic,HDPE,Recycled,Moulded,,,,,,AT5,BE25,BG1,HR9,CY6,CZ61,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK3,SL3,ES7,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Composite,Biodegradable,,,,,AT11,BE26,BG6,HR10,CY6,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Composite,Hazardous,,,,,AT7,BE22,BG6,HR10,CY6,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Composite,Recycled,,,,,AT7,BE25,BG6,HR10,CY6,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Composite,Moulded,,,,,AT7,BE25,BG6,HR10,CY6,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES7,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Biodegradable,Hazardous,,,,,AT11,BE22,BG1,HR10,CY6,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Biodegradable,Recycled,,,,,AT11,BE26,BG1,HR10,CY6,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Biodegradable,Moulded,,,,,AT11,BE26,BG1,HR10,CY6,CZ72,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES7,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Hazardous,Recycled,,,,,AT5,BE22,BG1,HR10,CY6,CZ63,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Hazardous,Moulded,,,,,AT5,BE22,BG1,HR10,CY6,CZ64,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK3,SL21,ES7,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Recycled,Moulded,,,,,AT5,BE25,BG1,HR10,CY6,CZ65,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK3,SL3,ES7,SE3,,MK2,RS5
Plastic,HDPE,Composite,Biodegradable,Hazardous,,,,,AT11,BE22,BG6,HR9,CY6,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,HDPE,Composite,Biodegradable,Recycled,,,,,AT11,BE26,BG6,HR9,CY6,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,HDPE,Composite,Biodegradable,Moulded,,,,,AT11,BE26,BG6,HR9,CY6,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES7,SE3,,MK6,RS5
Plastic,HDPE,Composite,Hazardous,Recycled,,,,,AT7,BE22,BG6,HR9,CY6,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,HDPE,Composite,Hazardous,Moulded,,,,,AT7,BE22,BG6,HR9,CY6,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES7,SE3,,MK6,RS5
Plastic,HDPE,Composite,Recycled,Moulded,,,,,AT7,BE25,BG6,HR9,CY6,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES7,SE3,,MK6,RS5
Plastic,HDPE,Biodegradable,Hazardous,Recycled,,,,,AT11,BE22,BG1,HR9,CY6,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,HDPE,Biodegradable,Hazardous,Moulded,,,,,AT11,BE22,BG1,HR9,CY6,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES7,SE3,,MK2,RS5
Plastic,HDPE,Biodegradable,Recycled,Moulded,,,,,AT11,BE26,BG1,HR9,CY6,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES7,SE3,,MK2,RS5
Plastic,HDPE,Hazardous,Recycled,Moulded,,,,,AT5,BE22,BG1,HR9,CY6,CZ61,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK3,SL21,ES7,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Composite,Biodegradable,Hazardous,,,,AT11,BE22,BG6,HR10,CY6,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Composite,Biodegradable,Recycled,,,,AT11,BE26,BG6,HR10,CY6,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Composite,Biodegradable,Moulded,,,,AT11,BE26,BG6,HR10,CY6,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES7,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Composite,Hazardous,Recycled,,,,AT7,BE22,BG6,HR10,CY6,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Composite,Hazardous,Moulded,,,,AT7,BE22,BG6,HR10,CY6,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES7,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Composite,Recycled,Moulded,,,,AT7,BE25,BG6,HR10,CY6,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES7,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Biodegradable,Hazardous,Recycled,,,,AT11,BE22,BG1,HR10,CY6,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Biodegradable,Hazardous,Moulded,,,,AT11,BE22,BG1,HR10,CY6,CZ72,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES7,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Biodegradable,Recycled,Moulded,,,,AT11,BE26,BG1,HR10,CY6,CZ73,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES7,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Hazardous,Recycled,Moulded,,,,AT5,BE22,BG1,HR10,CY6,CZ65,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK3,SL21,ES7,SE3,,MK2,RS5
Plastic,HDPE,Composite,Biodegradable,Hazardous,Recycled,,,,AT11,BE22,BG6,HR9,CY6,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,HDPE,Composite,Biodegradable,Hazardous,Moulded,,,,AT11,BE22,BG6,HR9,CY6,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES7,SE3,,MK6,RS5
Plastic,HDPE,Composite,Biodegradable,Recycled,Moulded,,,,AT11,BE26,BG6,HR9,CY6,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES7,SE3,,MK6,RS5
Plastic,HDPE,Composite,Hazardous,Recycled,Moulded,,,,AT7,BE22,BG6,HR9,CY6,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES7,SE3,,MK6,RS5
Plastic,HDPE,Biodegradable,Hazardous,Recycled,Moulded,,,,AT11,BE22,BG1,HR9,CY6,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES7,SE3,,MK2,RS5
Plastic,HDPE,Beverage,Composite,Biodegradable,Hazardous,Recycled,,,AT11,BE22,BG6,HR10,CY6,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Composite,Biodegradable,Hazardous,Moulded,,,AT11,BE22,BG6,HR10,CY6,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES7,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Composite,Biodegradable,Recycled,Moulded,,,AT11,BE26,BG6,HR10,CY6,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES7,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Composite,Hazardous,Recycled,Moulded,,,AT7,BE22,BG6,HR10,CY6,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES7,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Biodegradable,Hazardous,Recycled,Moulded,,,AT11,BE22,BG1,HR10,CY6,CZ73,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES7,SE3,,MK2,RS5
Plastic,HDPE,Composite,Biodegradable,Hazardous,Recycled,Moulded,,,AT11,BE22,BG6,HR9,CY6,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES7,SE3,,MK6,RS5
Plastic,HDPE,Beverage,Composite,Biodegradable,Hazardous,Recycled,Moulded,,AT11,BE22,BG6,HR10,CY6,CZ81,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU11,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES7,SE3,,MK6,RS5
Plastic,LDPE,,,,,,,,AT5,BE15,BG1,HR9,CY8,CZ60,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL3,ES9,SE3,,MK2,RS5
Plastic,LDPE,Beverage,,,,,,,AT5,BE15,BG1,HR10,CY8,CZ63,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL3,ES9,SE3,,MK2,RS5
Plastic,LDPE,Composite,,,,,,,AT7,BE25,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,LDPE,Biodegradable,,,,,,,AT11,BE26,BG1,HR9,CY8,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,LDPE,Hazardous,,,,,,,AT5,BE22,BG1,HR9,CY8,CZ60,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,LDPE,Recycled,,,,,,,AT5,BE15,BG1,HR9,CY8,CZ60,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL3,ES9,SE3,,MK2,RS5
Plastic,LDPE,Moulded,,,,,,,AT5,BE25,BG1,HR9,CY8,CZ61,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK3,SL3,ES8,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Composite,,,,,,AT7,BE25,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Biodegradable,,,,,,AT11,BE26,BG1,HR10,CY8,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Hazardous,,,,,,AT5,BE22,BG1,HR10,CY8,CZ63,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Recycled,,,,,,AT5,BE15,BG1,HR10,CY8,CZ63,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL3,ES9,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Moulded,,,,,,AT5,BE25,BG1,HR10,CY8,CZ64,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK3,SL3,ES8,SE3,,MK2,RS5
Plastic,LDPE,Composite,Biodegradable,,,,,,AT11,BE26,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,LDPE,Composite,Hazardous,,,,,,AT7,BE22,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,LDPE,Composite,Recycled,,,,,,AT7,BE25,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,LDPE,Composite,Moulded,,,,,,AT7,BE25,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,LDPE,Biodegradable,Hazardous,,,,,,AT11,BE22,BG1,HR9,CY8,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,LDPE,Biodegradable,Recycled,,,,,,AT11,BE26,BG1,HR9,CY8,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,LDPE,Biodegradable,Moulded,,,,,,AT11,BE26,BG1,HR9,CY8,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,LDPE,Hazardous,Recycled,,,,,,AT5,BE22,BG1,HR9,CY8,CZ60,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,LDPE,Hazardous,Moulded,,,,,,AT5,BE22,BG1,HR9,CY8,CZ61,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK3,SL21,ES8,SE3,,MK2,RS5
Plastic,LDPE,Recycled,Moulded,,,,,,AT5,BE25,BG1,HR9,CY8,CZ61,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK3,SL3,ES8,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Composite,Biodegradable,,,,,AT11,BE26,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Composite,Hazardous,,,,,AT7,BE22,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Composite,Recycled,,,,,AT7,BE25,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Composite,Moulded,,,,,AT7,BE25,BG6,HR10,CY8,CZ80,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,LDPE,Beverage,Biodegradable,Hazardous,,,,,AT11,BE22,BG1,HR10,CY8,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Biodegradable,Recycled,,,,,AT11,BE26,BG1,HR10,CY8,CZ71,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL3,ES9,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Biodegradable,Moulded,,,,,AT11,BE26,BG1,HR10,CY8,CZ72,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Hazardous,Recycled,,,,,AT5,BE22,BG1,HR10,CY8,CZ63,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK3,SL21,ES9,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Hazardous,Moulded,,,,,AT5,BE22,BG1,HR10,CY8,CZ64,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK3,SL21,ES8,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Recycled,Moulded,,,,,AT5,BE25,BG1,HR10,CY8,CZ65,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK3,SL3,ES8,SE3,,MK2,RS5
Plastic,LDPE,Composite,Biodegradable,Hazardous,,,,,AT11,BE22,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,LDPE,Composite,Biodegradable,Recycled,,,,,AT11,BE26,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL14,ES9,SE3,,MK6,RS5
Plastic,LDPE,Composite,Biodegradable,Moulded,,,,,AT11,BE26,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,LDPE,Composite,Hazardous,Recycled,,,,,AT7,BE22,BG6,HR9,CY8,CZ76,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
Plastic,LDPE,Composite,Hazardous,Moulded,,,,,AT7,BE22,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK6,RS5
Plastic,LDPE,Composite,Recycled,Moulded,,,,,AT7,BE25,BG6,HR9,CY8,CZ77,,EE5,,,DE7,GR11,HU3,,,LV2,LT10,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL14,ES8,SE3,,MK6,RS5
Plastic,LDPE,Biodegradable,Hazardous,Recycled,,,,,AT11,BE22,BG1,HR9,CY8,CZ68,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK2,RS5
Plastic,LDPE,Biodegradable,Hazardous,Moulded,,,,,AT11,BE22,BG1,HR9,CY8,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL21,ES8,SE3,,MK2,RS5
Plastic,LDPE,Biodegradable,Recycled,Moulded,,,,,AT11,BE26,BG1,HR9,CY8,CZ69,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK4,SL3,ES8,SE3,,MK2,RS5
Plastic,LDPE,Hazardous,Recycled,Moulded,,,,,AT5,BE22,BG1,HR9,CY8,CZ61,,EE4,,,DE5,GR5,HU1,,,LV2,LT4,LU15,MT1,NL3,PL3,PT2,RO7,SK3,SL21,ES8,SE3,,MK2,RS5
Plastic,LDPE,Beverage,Composite,Biodegradable,Hazardous,,,,AT11,BE22,BG6,HR10,CY8,CZ79,,EE10,,,DE7,GR11,HU3,,,LV7,LT10,LU15,MT1,NL4,PL3,PT2,RO7,SK4,SL21,ES9,SE3,,MK6,RS5
